full_name,email,phone_number,national_id,age,gender,region,marital_status,income,balance,credit_score,transaction_amount,created_date,last_login_date,source_system_code,internal_batch_id
Person_175,person_175@example.com,555-0175,272-83-3868,63,F,Northwest,Married,34812.16,17668.39,616,36.13,2024-09-23,2024-12-06,SYS_B,BATCH-2113
Person_176,person_176@example.com,555-0176,378-92-2294,79,F,Midlands,Married,34837.65,16484.11,682,383.41,2024-03-12,2024-08-29,SYS_B,BATCH-2924
Person_177,person_177@example.com,555-0177,922-91-6386,27,M,Southeast,Married,105733.68,20501.22,542,345.34,2024-09-21,2024-09-25,SYS_A,BATCH-8025
Person_178,person_178@example.com,555-0178,248-23-3562,44,M,West,Divorced,54487.69,19368.89,501,401.38,2024-11-23,2024-08-04,SYS_A,BATCH-9249
Person_179,person_179@example.com,555-0179,619-23-5100,76,M,Southwest,Single,37197.16,16941.15,494,87.1,2024-03-23,2024-07-31,SYS_B,BATCH-5569
Person_180,person_180@example.com,555-0180,203-58-1190,50,M,Central,Widowed,45362.15,19452.93,388,192.98,2024-01-10,2024-08-17,SYS_A,BATCH-9788
Person_181,person_181@example.com,555-0181,737-14-2753,77,F,Southeast,Married,96426.54,14658.54,763,18.44,2024-12-15,2024-09-04,SYS_B,BATCH-2620
Person_182,person_182@example.com,555-0182,257-83-1480,18,M,Northwest,Widowed,102038.09,18303.13,476,87.21,2024-07-09,2024-08-18,SYS_A,BATCH-3696
Person_183,person_183@example.com,555-0183,485-62-5643,20,M,Southeast,Divorced,32584.87,9190.84,456,144.46,2024-10-10,2024-07-27,SYS_B,BATCH-9369
Person_184,person_184@example.com,555-0184,711-81-4542,68,M,East,Single,47991.69,17957.65,831,111.8,2024-04-26,2024-09-19,SYS_B,BATCH-2576
Person_185,person_185@example.com,555-0185,844-38-9858,40,M,North,Married,51281.14,20347.34,579,393.12,2024-04-19,2024-10-22,SYS_B,BATCH-6933
Person_186,person_186@example.com,555-0186,553-75-8874,50,F,South,Single,29937.88,9642.55,642,109.17,2024-03-23,2024-08-28,SYS_B,BATCH-2975
Person_187,person_187@example.com,555-0187,812-85-5828,44,M,Central,Divorced,47674.76,15414.66,435,1082.72,2024-03-20,2024-10-05,SYS_A,BATCH-3980
Person_188,person_188@example.com,555-0188,139-53-2633,43,Other,Central,Married,49151.44,10011.18,452,93.27,2024-06-21,2024-08-18,SYS_A,BATCH-5299
Person_189,person_189@example.com,555-0189,899-31-3052,77,M,Central,Single,86690.95,10787.95,701,175.08,2024-02-08,2024-11-06,SYS_B,BATCH-4239
Person_190,person_190@example.com,555-0190,324-67-6140,23,F,West,,89653.95,6000.57,548,18.25,2024-11-03,2024-10-26,SYS_B,BATCH-8869
Person_191,person_191@example.com,555-0191,953-47-3540,66,M,Northwest,Single,41580.86,25126.2,381,206.06,2024-07-05,2024-12-23,SYS_A,BATCH-9754
Person_192,person_192@example.com,555-0192,144-10-4362,74,M,Midlands,Married,44047.48,23525.48,760,116.86,2024-11-30,2024-07-08,SYS_B,BATCH-5499
Person_193,person_193@example.com,555-0193,932-56-9041,59,F,South,Married,68332.87,19299.47,521,905.61,2024-07-02,2024-12-03,SYS_B,BATCH-5726
Person_194,person_194@example.com,555-0194,191-18-8500,42,Other,Southeast,Single,36585.45,,668,170.21,2024-04-20,2024-08-30,SYS_A,BATCH-1498
Person_195,person_195@example.com,555-0195,195-14-4636,28,F,Northeast,Married,65796.38,13486.03,488,18.34,2024-07-06,2024-07-11,SYS_A,BATCH-3107
Person_196,person_196@example.com,555-0196,931-71-1891,61,M,Central,Divorced,46912.84,39254.1,608,24.45,2024-02-26,2024-11-03,SYS_B,BATCH-1358
Person_197,person_197@example.com,555-0197,852-85-8205,47,M,South,Single,30191.05,13179.76,727,20.71,2024-10-27,2024-07-30,SYS_B,BATCH-8708
Person_198,person_198@example.com,555-0198,911-31-9815,27,F,Northwest,Married,30381.27,17041.55,787,94.46,2024-09-19,2024-07-31,SYS_A,BATCH-3046
Person_199,person_199@example.com,555-0199,388-81-6213,40,M,Midlands,Single,101066.03,11817.78,414,83.49,2024-02-23,2024-12-27,SYS_B,BATCH-4065
Person_200,person_200@example.com,555-0200,800-65-6781,78,F,Southeast,Married,45332.94,17978.6,670,823.62,2024-07-31,2024-08-08,SYS_B,BATCH-8584
Person_201,person_201@example.com,555-0201,654-79-7650,34,F,Midlands,Single,111321.43,21684.92,803,46.11,2024-07-15,2024-10-08,SYS_A,BATCH-7418
Person_202,person_202@example.com,555-0202,220-83-5824,29,F,Midlands,Widowed,37918.02,,654,256.2,2024-03-14,2024-08-05,SYS_A,BATCH-6592
Person_203,person_203@example.com,555-0203,390-55-9701,60,F,East,Divorced,56704.15,29213.76,378,120.85,2024-02-14,2024-07-21,SYS_B,BATCH-1346
Person_204,person_204@example.com,555-0204,870-84-5164,30,F,Northeast,Single,150000.0,16913.19,404,267.0,2024-10-04,2024-06-29,SYS_A,BATCH-6066
Person_205,person_205@example.com,555-0205,804-44-7174,75,M,Central,Single,28891.61,17163.88,411,84.38,2024-04-06,2024-07-01,SYS_A,BATCH-6047
Person_206,person_206@example.com,555-0206,674-32-3397,72,M,Midlands,Married,20000.0,7728.02,358,14.94,2024-07-08,2024-09-24,SYS_A,BATCH-3870
Person_207,person_207@example.com,555-0207,154-22-4902,79,F,North,Married,93273.85,18347.99,715,54.63,2024-03-31,2024-09-17,SYS_B,BATCH-7703
Person_208,person_208@example.com,555-0208,529-24-4751,75,F,West,Married,32422.1,13927.78,831,102.09,2024-08-26,2024-07-06,SYS_A,BATCH-9363
Person_209,person_209@example.com,555-0209,643-30-4043,33,M,Southwest,Single,48515.9,10134.08,584,528.65,2024-01-18,2024-09-01,SYS_B,BATCH-3331
Person_210,person_210@example.com,555-0210,430-54-4297,31,M,East,Single,36572.1,8788.2,629,293.78,2024-05-11,2024-08-18,SYS_B,BATCH-3980
Person_211,person_211@example.com,555-0211,762-39-4904,39,F,Northwest,Widowed,56054.59,36374.11,726,56.95,2024-07-18,2024-10-12,SYS_A,BATCH-3900
Person_212,person_212@example.com,555-0212,441-26-7171,47,F,West,Married,30477.13,12892.18,529,143.39,2024-06-09,2024-12-30,SYS_A,BATCH-8513
Person_213,person_213@example.com,555-0213,311-36-8133,73,F,Midlands,Divorced,44802.98,3344.12,560,89.18,2024-08-11,2024-11-03,SYS_A,BATCH-1699
Person_214,person_214@example.com,555-0214,953-69-9246,64,M,Southwest,Married,61384.19,9414.23,624,5.55,2024-03-06,2024-12-15,SYS_A,BATCH-9062
Person_215,person_215@example.com,555-0215,867-52-7931,58,M,East,,29609.35,14587.46,467,37.72,2024-06-10,2024-08-03,SYS_B,BATCH-7974
Person_216,person_216@example.com,555-0216,395-50-5818,73,F,Northwest,Single,34542.92,19373.34,334,304.65,2024-10-03,2024-08-07,SYS_B,BATCH-5349
Person_217,person_217@example.com,555-0217,963-85-5402,58,M,East,Single,41204.74,19438.37,612,217.78,2024-05-01,2024-11-14,SYS_B,BATCH-6251
Person_218,person_218@example.com,555-0218,686-28-8238,41,F,Northeast,Widowed,23994.8,20412.92,752,116.54,2024-02-27,2024-08-25,SYS_B,BATCH-9047
Person_219,person_219@example.com,555-0219,597-57-7895,44,F,Northeast,Widowed,39684.64,9841.12,340,260.31,2024-11-05,2024-12-03,SYS_B,BATCH-7927
Person_220,person_220@example.com,555-0220,668-16-3593,50,M,Northwest,Single,52020.77,17723.52,419,422.76,2024-10-11,2024-09-22,SYS_B,BATCH-3490
Person_221,person_221@example.com,555-0221,258-75-1316,23,M,North,Married,40143.89,7991.52,444,406.19,2024-09-05,2024-08-05,SYS_B,BATCH-1453
Person_222,person_222@example.com,555-0222,281-63-7252,64,M,South,Married,42800.79,10042.86,743,33.68,2024-10-18,2024-12-02,SYS_A,BATCH-6925
Person_223,person_223@example.com,555-0223,552-86-9269,59,F,Southeast,Married,48535.42,7658.33,578,603.03,2024-10-11,2024-10-08,SYS_B,BATCH-2312
Person_224,person_224@example.com,555-0224,218-94-6528,64,F,Central,Single,35317.3,5492.89,594,42.74,2024-09-29,2024-11-24,SYS_A,BATCH-1791
Person_225,person_225@example.com,555-0225,671-18-6596,51,M,Central,Divorced,69253.66,23513.68,655,320.06,2024-07-04,2024-09-20,SYS_B,BATCH-9839
Person_226,person_226@example.com,555-0226,752-61-1760,67,F,North,Single,100507.64,20508.89,452,26.23,2024-01-08,2024-07-22,SYS_A,BATCH-5264
Person_227,person_227@example.com,555-0227,570-93-7510,77,M,East,Married,38863.46,22813.32,693,55.5,2024-08-05,2024-11-01,SYS_B,BATCH-6856
Person_228,person_228@example.com,555-0228,223-95-9628,53,M,Southwest,Single,62479.83,15314.5,316,327.98,2024-04-09,2024-07-22,SYS_B,BATCH-2955
Person_229,person_229@example.com,555-0229,252-81-4660,45,F,North,Single,43485.87,21214.46,362,78.92,2024-10-09,2024-10-29,SYS_A,BATCH-1915
Person_230,person_230@example.com,555-0230,633-49-8042,24,M,West,Married,58849.8,909.68,749,75.82,2024-06-19,2024-09-14,SYS_B,BATCH-1564
Person_231,person_231@example.com,555-0231,995-80-9381,67,M,Midlands,Single,107246.99,21904.7,662,640.35,2024-11-26,2024-11-22,SYS_B,BATCH-4188
Person_232,person_232@example.com,555-0232,950-18-3280,74,F,North,Married,63217.08,16416.96,397,41.13,2024-08-05,2024-12-06,SYS_B,BATCH-1033
Person_233,person_233@example.com,555-0233,748-62-1451,62,M,Southeast,Single,20197.07,20016.88,541,223.83,2024-07-19,2024-09-12,SYS_A,BATCH-4780
Person_234,person_234@example.com,555-0234,185-56-6544,72,F,South,Widowed,61512.63,18040.19,328,433.68,2024-12-01,2024-12-09,SYS_B,BATCH-3922
Person_235,person_235@example.com,555-0235,250-25-2163,72,M,Southwest,Married,90801.57,7103.56,670,218.83,2024-06-22,2024-07-19,SYS_B,BATCH-5740
Person_236,person_236@example.com,555-0236,607-10-6151,68,M,Southeast,Divorced,43879.47,3015.68,716,124.47,2024-05-17,2024-07-18,SYS_A,BATCH-6305
Person_237,person_237@example.com,555-0237,527-51-7112,49,M,Southwest,Single,80645.43,9303.57,453,5.56,2024-05-15,2024-12-29,SYS_A,BATCH-3775
Person_238,person_238@example.com,555-0238,569-74-7874,24,M,South,Single,34715.52,19519.34,492,277.0,2024-11-15,2024-10-13,SYS_B,BATCH-5096
Person_239,person_239@example.com,555-0239,927-81-5658,18,M,Central,Married,23323.82,20520.73,430,273.73,2024-10-03,2024-09-20,SYS_A,BATCH-1702
Person_240,person_240@example.com,555-0240,542-30-6395,30,M,Northwest,Married,52605.95,4056.46,514,206.31,2024-02-29,2024-07-27,SYS_A,BATCH-3715
Person_241,person_241@example.com,555-0241,225-92-8604,45,F,South,Single,20368.84,7151.21,450,198.79,2024-06-28,2024-08-21,SYS_B,BATCH-9802
Person_242,person_242@example.com,555-0242,207-79-2053,64,M,South,Single,43482.53,9214.11,436,289.77,2024-05-15,2024-11-02,SYS_A,BATCH-9919
Person_243,person_243@example.com,555-0243,748-17-5393,46,M,North,Married,93285.61,12141.56,537,37.82,2024-08-24,2024-11-28,SYS_A,BATCH-5371
Person_244,person_244@example.com,555-0244,691-74-4767,19,M,Midlands,Single,20000.0,4103.59,773,111.32,2024-01-20,2024-12-15,SYS_A,BATCH-9454
Person_245,person_245@example.com,555-0245,928-78-2874,31,M,Southeast,Married,25854.8,3623.59,720,525.49,2024-09-17,2024-09-12,SYS_A,BATCH-5511
Person_246,person_246@example.com,555-0246,703-75-4002,79,M,Northeast,Single,29260.21,,463,17.37,2024-09-28,2024-09-21,SYS_A,BATCH-2130
Person_247,person_247@example.com,555-0247,763-89-8353,80,F,Southeast,Single,47493.12,15690.03,819,736.61,2024-03-23,2024-07-29,SYS_B,BATCH-8810
Person_248,person_248@example.com,555-0248,785-66-3434,41,M,Central,Married,40828.74,5555.25,415,351.85,2024-02-24,2024-07-14,SYS_B,BATCH-4735
Person_249,person_249@example.com,555-0249,814-42-5789,68,F,Central,Married,98673.15,14073.57,801,103.35,2024-08-17,2024-09-18,SYS_B,BATCH-6511
Person_250,person_250@example.com,555-0250,382-37-2418,63,F,West,Single,78997.71,23468.42,470,160.63,2024-04-03,2024-10-14,SYS_A,BATCH-6838
Person_251,person_251@example.com,555-0251,964-23-1776,76,M,Northeast,Married,62795.36,4585.76,597,296.89,2024-12-09,2024-07-18,SYS_A,BATCH-3772
Person_252,person_252@example.com,555-0252,941-59-4940,73,M,South,Married,52723.43,13348.43,411,19.91,2024-10-09,2024-09-12,SYS_B,BATCH-7600
Person_253,person_253@example.com,555-0253,763-44-2151,57,M,Southwest,Married,59671.8,23198.05,719,180.55,2024-12-14,2024-10-25,SYS_A,BATCH-5511
Person_254,person_254@example.com,555-0254,755-25-5976,42,F,Northwest,Married,31856.89,11653.85,475,234.79,2024-07-14,2024-11-26,SYS_B,BATCH-4296
Person_255,person_255@example.com,555-0255,953-93-4246,57,M,East,Widowed,75252.56,10410.64,780,400.86,2024-12-08,2024-12-19,SYS_A,BATCH-3680
Person_256,person_256@example.com,555-0256,801-64-5313,38,F,Central,Married,28112.73,24307.97,345,439.88,2024-01-06,2024-08-30,SYS_B,BATCH-7715
Person_257,person_257@example.com,555-0257,225-43-6866,39,F,North,Divorced,74435.52,12550.38,576,702.58,2024-04-15,2024-09-09,SYS_B,BATCH-3243
Person_258,person_258@example.com,555-0258,986-10-7459,56,F,Midlands,Married,88704.97,23835.96,387,183.36,2024-01-01,2024-12-07,SYS_B,BATCH-2117
Person_259,person_259@example.com,555-0259,860-94-4813,53,F,Midlands,Single,54471.47,18431.72,789,472.06,2024-09-04,2024-11-04,SYS_A,BATCH-8934
Person_260,person_260@example.com,555-0260,206-34-8653,54,Other,Midlands,Married,44886.55,12257.24,529,71.95,2024-07-05,2024-08-18,SYS_A,BATCH-3985
Person_261,person_261@example.com,555-0261,889-66-2104,42,M,East,,59883.42,18837.52,671,192.25,2024-04-14,2024-11-02,SYS_B,BATCH-6768
Person_262,person_262@example.com,555-0262,209-52-6293,43,M,South,Widowed,20000.0,17563.6,784,250.04,2024-04-21,2024-07-28,SYS_A,BATCH-7447
Person_263,person_263@example.com,555-0263,129-71-5900,18,M,South,Married,57018.39,23167.06,595,141.23,2024-08-22,2024-09-20,SYS_B,BATCH-8544
Person_264,person_264@example.com,555-0264,111-18-5088,55,F,North,Single,46319.72,10613.24,331,217.85,2024-03-06,2024-08-24,SYS_A,BATCH-6630
Person_265,person_265@example.com,555-0265,749-83-4881,54,F,North,Married,47795.46,,421,576.35,2024-07-06,2024-12-29,SYS_B,BATCH-7370
Person_266,person_266@example.com,555-0266,365-96-5126,76,F,North,Single,69791.41,14507.87,417,261.05,2024-08-11,2024-07-05,SYS_A,BATCH-8534
Person_267,person_267@example.com,555-0267,383-49-1108,49,M,Midlands,Married,47222.02,20633.19,803,166.56,2024-03-28,2024-12-04,SYS_B,BATCH-9489
Person_268,person_268@example.com,555-0268,371-55-9265,47,Other,North,Married,27719.64,6798.57,800,543.52,2024-03-24,2024-08-20,SYS_B,BATCH-1421
Person_269,person_269@example.com,555-0269,763-79-5903,22,F,North,Married,45674.65,23135.82,562,590.48,2024-05-09,2024-07-05,SYS_B,BATCH-7688
Person_270,person_270@example.com,555-0270,199-44-9972,30,F,Northwest,Divorced,50704.9,18730.63,790,205.28,2024-08-04,2024-10-29,SYS_A,BATCH-2569
Person_271,person_271@example.com,555-0271,139-88-7159,39,Other,Central,Married,51920.39,4464.6,435,161.77,2024-04-02,2024-11-01,SYS_A,BATCH-9020
Person_272,person_272@example.com,555-0272,355-79-8531,41,M,Northwest,Married,53154.59,24666.1,674,412.52,2024-05-18,2024-07-25,SYS_A,BATCH-1436
Person_273,person_273@example.com,555-0273,138-19-6991,40,M,Northeast,Married,82428.33,32872.74,515,665.91,2024-07-17,2024-07-06,SYS_B,BATCH-3220
Person_274,person_274@example.com,555-0274,998-12-6990,42,F,Southwest,Divorced,28480.72,23014.67,432,136.7,2024-03-09,2024-07-19,SYS_A,BATCH-2728
Person_275,person_275@example.com,555-0275,222-67-6609,66,M,Northeast,Divorced,53522.12,26415.88,437,147.53,2024-07-26,2024-09-12,SYS_B,BATCH-6430
Person_276,person_276@example.com,555-0276,181-70-9072,26,M,Central,,93429.73,15682.97,531,435.15,2024-02-20,2024-07-23,SYS_A,BATCH-1038
Person_277,person_277@example.com,555-0277,876-12-3213,38,M,Southeast,Married,20592.75,1707.96,487,170.68,2024-02-22,2024-11-06,SYS_A,BATCH-1153
Person_278,person_278@example.com,555-0278,316-50-2287,28,M,West,Single,53627.83,247.04,416,177.16,2024-03-27,2024-07-13,SYS_B,BATCH-5537
Person_279,person_279@example.com,555-0279,868-79-8274,37,F,East,Divorced,36581.97,17040.66,484,263.99,2024-04-14,2024-11-21,SYS_A,BATCH-9744
Person_280,person_280@example.com,555-0280,278-11-9194,61,F,West,Married,40726.93,10264.17,370,35.33,2024-01-11,2024-12-07,SYS_A,BATCH-5754
Person_281,person_281@example.com,555-0281,359-68-9184,20,M,South,Married,31182.0,7683.39,834,214.76,2024-12-16,2024-11-08,SYS_B,BATCH-5012
Person_282,person_282@example.com,555-0282,132-10-1048,39,M,Northwest,Single,45036.32,14498.03,509,23.73,2024-04-22,2024-12-20,SYS_B,BATCH-6920
Person_283,person_283@example.com,555-0283,240-14-8379,19,M,South,Single,123084.67,19924.68,359,20.68,2024-10-20,2024-12-19,SYS_B,BATCH-5965
Person_284,person_284@example.com,555-0284,644-97-8212,78,F,South,Married,26050.31,3377.94,617,364.38,2024-11-25,2024-07-07,SYS_B,BATCH-4463
Person_285,person_285@example.com,555-0285,965-31-3589,63,F,South,,27315.1,11408.98,786,203.94,2024-10-19,2024-08-31,SYS_B,BATCH-6296
Person_286,person_286@example.com,555-0286,863-31-1515,33,F,Southwest,Single,25566.36,27078.97,498,4.74,2024-10-30,2024-11-16,SYS_B,BATCH-1028
Person_287,person_287@example.com,555-0287,701-81-9712,30,M,East,Divorced,116274.51,6397.69,765,198.55,2024-02-06,2024-08-30,SYS_A,BATCH-3200
Person_288,person_288@example.com,555-0288,934-20-7948,24,M,Southeast,Married,38903.14,21958.09,636,235.23,2024-05-15,2024-11-12,SYS_A,BATCH-7064
Person_289,person_289@example.com,555-0289,860-72-8377,47,M,Southwest,Single,48396.39,11122.15,707,52.08,2024-09-29,2024-11-19,SYS_A,BATCH-4073
Person_290,person_290@example.com,555-0290,853-49-1361,65,F,North,Single,40079.03,19366.35,463,51.83,2024-07-29,2024-12-30,SYS_B,BATCH-1488
Person_291,person_291@example.com,555-0291,510-27-2023,54,M,Southeast,Widowed,30570.43,23778.62,320,21.78,2024-01-03,2024-08-29,SYS_B,BATCH-2119
Person_292,person_292@example.com,555-0292,212-72-5540,73,F,East,Married,43583.1,20930.25,490,138.51,2024-07-26,2024-09-01,SYS_A,BATCH-8794
Person_293,person_293@example.com,555-0293,585-76-5933,39,F,South,Married,150000.0,22273.28,809,249.33,2024-10-20,2024-07-03,SYS_B,BATCH-3965
Person_294,person_294@example.com,555-0294,666-17-8659,35,M,Southeast,Single,98325.18,5787.25,735,844.06,2024-10-29,2024-08-20,SYS_A,BATCH-1203
Person_295,person_295@example.com,555-0295,503-23-8319,48,M,Midlands,Single,32001.28,23909.28,732,64.76,2024-05-20,2024-08-19,SYS_B,BATCH-7558
Person_296,person_296@example.com,555-0296,760-14-2737,30,M,East,Single,67764.05,8178.46,783,248.62,2024-03-27,2024-09-20,SYS_B,BATCH-5773
Person_297,person_297@example.com,555-0297,114-34-1899,79,M,Central,Married,32345.77,17076.33,505,129.0,2024-04-22,2024-09-14,SYS_B,BATCH-5062
Person_298,person_298@example.com,555-0298,738-56-9820,29,M,East,Single,20167.27,17065.97,477,232.11,2024-04-18,2024-12-04,SYS_B,BATCH-9053
Person_299,person_299@example.com,555-0299,773-64-5583,48,F,Central,Single,81613.95,18880.98,809,337.73,2024-05-06,2024-11-19,SYS_B,BATCH-3823
Person_300,person_300@example.com,555-0300,148-16-6546,50,M,Northeast,Married,87557.1,17695.65,614,119.84,2024-04-20,2024-11-10,SYS_A,BATCH-6151
Person_301,person_301@example.com,555-0301,103-13-2972,21,M,Northeast,Widowed,82704.24,8249.52,464,22.3,2024-06-15,2024-06-29,SYS_A,BATCH-7703
Person_302,person_302@example.com,555-0302,894-50-7385,47,F,Northeast,Married,38757.03,4201.06,453,376.92,2024-01-15,2024-09-24,SYS_B,BATCH-6475
Person_303,person_303@example.com,555-0303,469-25-4340,46,F,North,,45098.85,21978.79,783,183.71,2024-04-10,2024-11-10,SYS_A,BATCH-2871
Person_304,person_304@example.com,555-0304,182-78-2651,34,M,Southeast,Married,71316.48,16486.68,329,576.07,2024-04-24,2024-08-13,SYS_A,BATCH-7133
Person_305,person_305@example.com,555-0305,438-97-6327,26,F,Northeast,Married,59620.1,24195.01,333,51.71,2024-02-25,2024-09-15,SYS_A,BATCH-7689
Person_306,person_306@example.com,555-0306,512-58-8055,20,F,Southeast,Single,40262.72,14642.14,706,35.1,2024-11-16,2024-11-10,SYS_B,BATCH-2101
Person_307,person_307@example.com,555-0307,328-66-8853,18,F,North,,21817.42,3758.69,300,45.4,2024-09-03,2024-11-22,SYS_B,BATCH-2488
Person_308,person_308@example.com,555-0308,614-49-2306,48,F,West,Married,51892.92,22729.04,394,1017.79,2024-11-28,2024-12-04,SYS_B,BATCH-7073
Person_309,person_309@example.com,555-0309,323-94-5870,23,M,West,Married,84078.39,12037.04,845,457.76,2024-07-23,2024-09-16,SYS_B,BATCH-2070
Person_310,person_310@example.com,555-0310,370-47-6201,78,F,North,Divorced,26935.65,17736.03,534,76.12,2024-02-10,2024-09-10,SYS_B,BATCH-8922
Person_311,person_311@example.com,555-0311,583-72-3317,33,M,South,Widowed,67466.04,9820.32,700,91.57,2024-11-26,2024-09-07,SYS_B,BATCH-1985
Person_312,person_312@example.com,555-0312,683-49-9464,59,F,West,Single,57859.38,28154.41,568,246.52,2024-06-16,2024-10-30,SYS_B,BATCH-9767
Person_313,person_313@example.com,555-0313,241-23-5154,60,F,Southeast,Married,71330.13,7987.48,349,140.37,2024-09-06,2024-09-14,SYS_A,BATCH-7042
Person_314,person_314@example.com,555-0314,557-71-4635,49,M,South,Single,75810.17,12300.56,401,83.07,2024-05-19,2024-09-11,SYS_B,BATCH-4987
Person_315,person_315@example.com,555-0315,921-52-2163,73,M,Northwest,Married,34640.1,15859.59,719,98.08,2024-06-29,2024-07-30,SYS_A,BATCH-3415
Person_316,person_316@example.com,555-0316,207-96-2206,24,F,Central,,21840.48,6262.54,352,518.1,2024-06-27,2024-09-25,SYS_B,BATCH-4100
Person_317,person_317@example.com,555-0317,952-34-1840,32,F,Southeast,Single,37542.93,17644.16,627,278.76,2024-04-13,2024-08-11,SYS_B,BATCH-7735
Person_318,person_318@example.com,555-0318,373-64-4850,33,M,Central,Married,76463.11,,491,521.09,2024-07-21,2024-10-04,SYS_B,BATCH-7779
Person_319,person_319@example.com,555-0319,806-64-4606,26,F,Central,Married,37384.0,11076.3,504,662.61,2024-09-24,2024-12-10,SYS_B,BATCH-2877
Person_320,person_320@example.com,555-0320,670-96-4705,36,F,Northeast,Divorced,34647.41,18161.14,824,267.06,2024-01-08,2024-11-19,SYS_B,BATCH-5885
Person_321,person_321@example.com,555-0321,237-46-8560,37,F,Midlands,Single,20000.0,-5000.0,633,247.02,2024-02-17,2024-09-25,SYS_B,BATCH-9935
Person_322,person_322@example.com,555-0322,295-94-6294,66,M,Central,Single,117750.56,14688.57,638,39.87,2024-11-03,2024-12-26,SYS_A,BATCH-3315
Person_323,person_323@example.com,555-0323,640-38-9283,37,M,Central,,74076.74,12495.66,493,180.49,2024-07-26,2024-12-27,SYS_A,BATCH-7239
Person_324,person_324@example.com,555-0324,132-36-4765,73,F,Northeast,Single,72037.92,8452.02,510,90.33,2024-12-21,2024-09-19,SYS_B,BATCH-2549
Person_325,person_325@example.com,555-0325,529-52-2331,66,M,Southeast,Single,79527.86,23651.6,677,620.28,2024-08-08,2024-11-17,SYS_B,BATCH-8505
Person_326,person_326@example.com,555-0326,302-18-6151,74,F,North,Widowed,65405.01,12390.05,321,81.76,2024-08-26,2024-08-31,SYS_A,BATCH-2531
Person_327,person_327@example.com,555-0327,415-60-6306,24,M,Central,Single,43383.55,13580.18,430,101.51,2024-11-24,2024-12-08,SYS_B,BATCH-3678
Person_328,person_328@example.com,555-0328,731-58-6830,80,F,Central,Single,45166.82,11982.46,630,637.03,2024-08-29,2024-09-06,SYS_B,BATCH-5132
Person_329,person_329@example.com,555-0329,627-68-6549,56,M,Midlands,Married,39585.49,-334.53,643,973.97,2024-04-30,2024-08-15,SYS_B,BATCH-4335
Person_330,person_330@example.com,555-0330,384-31-8086,79,M,Central,Married,150000.0,5944.11,350,249.21,2024-07-11,2024-07-23,SYS_A,BATCH-2530
Person_331,person_331@example.com,555-0331,408-58-2772,40,F,West,Married,64728.44,22688.75,734,206.97,2024-03-26,2024-12-01,SYS_B,BATCH-6768
Person_332,person_332@example.com,555-0332,487-57-6633,78,F,Midlands,Married,38874.73,-1879.61,598,84.54,2024-05-02,2024-08-22,SYS_A,BATCH-1177
Person_333,person_333@example.com,555-0333,573-42-9654,55,F,West,Divorced,61867.38,8869.48,430,366.5,2024-09-05,2024-11-26,SYS_A,BATCH-9850
Person_334,person_334@example.com,555-0334,560-81-7629,22,Other,South,Single,29571.48,11802.24,714,172.83,2024-02-24,2024-07-14,SYS_B,BATCH-1468
Person_335,person_335@example.com,555-0335,601-88-2154,43,Other,South,Married,104011.15,28948.97,845,190.34,2024-09-02,2024-09-29,SYS_B,BATCH-4004
Person_336,person_336@example.com,555-0336,928-85-5532,26,F,North,Married,35223.38,21148.83,533,167.46,2024-08-01,2024-09-16,SYS_A,BATCH-9368
Person_337,person_337@example.com,555-0337,759-56-3418,77,M,North,Divorced,62978.12,10542.64,456,160.89,2024-04-22,2024-09-18,SYS_A,BATCH-2395
Person_338,person_338@example.com,555-0338,819-31-3829,37,F,West,Married,83532.31,25436.11,464,82.92,2024-01-17,2024-07-29,SYS_A,BATCH-1656
Person_339,person_339@example.com,555-0339,566-84-4454,32,F,Southeast,Married,59419.89,9075.87,626,1050.09,2024-09-14,2024-07-12,SYS_B,BATCH-7694
Person_340,person_340@example.com,555-0340,544-13-2042,52,M,Southeast,Single,51391.86,23072.8,326,332.89,2024-10-27,2024-09-01,SYS_B,BATCH-1658
Person_341,person_341@example.com,555-0341,150-16-8815,44,M,North,Single,49286.28,4128.98,566,1017.44,2024-09-23,2024-09-23,SYS_A,BATCH-9095
Person_342,person_342@example.com,555-0342,856-83-1500,24,F,Central,Single,47656.74,23586.06,313,1127.95,2024-06-02,2024-11-22,SYS_A,BATCH-5060
Person_343,person_343@example.com,555-0343,169-34-6087,69,F,South,Married,36741.08,11750.93,321,116.38,2024-08-26,2024-09-22,SYS_B,BATCH-8823
Person_344,person_344@example.com,555-0344,400-53-2556,71,F,Midlands,Single,39154.02,6771.97,536,166.01,2024-05-31,2024-08-13,SYS_A,BATCH-3205
Person_345,person_345@example.com,555-0345,756-37-1598,64,Other,South,Married,102723.4,13262.85,710,382.28,2024-05-10,2024-08-16,SYS_A,BATCH-2270
Person_346,person_346@example.com,555-0346,767-90-1132,56,F,Northeast,Single,46431.42,17218.75,786,102.2,2024-04-29,2024-10-20,SYS_A,BATCH-9663
Person_347,person_347@example.com,555-0347,492-83-7354,43,M,East,Divorced,33093.82,11042.01,348,639.99,2024-03-17,2024-09-17,SYS_B,BATCH-7858
Person_348,person_348@example.com,555-0348,870-46-4349,52,M,Northeast,Divorced,37867.6,19431.63,434,160.36,2024-12-19,2024-12-12,SYS_A,BATCH-9197
